,title,main,section,url
0,2금융권 서민급전 대출 '폭증'...금융당국도 '속도 조절',"[앵커]대출 조건을 대폭 강화하는 등 금융 당국의 은행권 대출 조이기가 시작된 지 약 두 달이 지났습니다.정책 효과인지 5대 은행에선 가계대출 증가 속도가 줄어들고 있지만, 2금융권의 대출이 크게 늘고 있습니다.대출 수요가 옮겨가는 이른바 '풍선 효과'가 확인되고 있습니다.오동건 기자가 보도합니다.[기자]서민의 급전으로 불리는 신용대출과 카드론 등 2금융권 대출이 지난달 약 1조5천억 원 이상 급등한 것으로 추산됐습니다.금융권에 따르면 지난달 카드사와 캐피탈사의 카드론, 현금서비스, 신용대출이 9천억 원 이상 늘었고보험 해지 대신 환급금 범위 내로 대출을 받는 상품인 '보험약관대출'도약 3천억 원 증가했는데 대표적 '불황형 대출'로 불립니다.[주원 / 현대경제연구원 경제연구실장 : 소비자들 입장에서는 좀 긴급한 자금이 필요하거든요. 그렇기 때문에 2금융 쪽에서 그리고 이제 신용대출이라든가 이런 쪽으로 대출이 좀 많이 증가하는 그런 풍선 효과가 나타나고 있다고 생각됩니다.]5대 은행이 대출 조건을 강화하자 상대적으로 대출이 쉬운 2금융권으로 대출 수요가 옮겨간 것입니다.2금융권의 대출이 한 달 만에 1조 5천억 원 넘게 늘어난 건 카카오뱅크 등의 공모주 청약이 있었던 지난 2021년 7월 이후 3년 3개월 만입니다.[김광석 / 한양대 겸임교수 : 임금근로자의 고용 불안이라든가 자영업자들의 매출 부진이 그것을 이제 타개하기 위한 생계형 대출의 움직임이라고 볼 수 있고 기존의 부채가 늘어났던 투자형 부채 증가와는 다른 특징이라고 분석해 볼 수 있겠습니다.]금융당국은 2금융권에 11월과 12월 대출목표치 제출을 요구하는 등 속도 조절에 나설 것으로 전해진 가운데,금융위 가계부채 점검회의에서 '대출 풍선효과'를 막을 대책이 나올 수 있을지도 관심이 쏠리고 있습니다.YTN 오동건입니다.영상편집: 정치윤 디자인: 백승민※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",101,https://n.news.naver.com/mnews/article/052/0002111930?sid=101
1,"금호타이어, ‘2024 코리아세일페스타’ 참여…내수촉진과 경제활력 위한 상생할인도","[스포츠서울 | 배우근 기자] 금호타이어(대표 정일택)는 이번달 말까지 2024 코리아세일페스타(코세페)에 참가하며, 타이어프로 등 전국 금호타이어 대리점(일부매장 제외)에서 타이어 구매고객을 대상으로 할인 및 다양한 혜택을 제공한다.오는 30일까지 진행되는 이번 행사에서 금호타이어는 타이어프로 온라인몰과 오프라인(매장)에서 고객들을 만난다.타이어프로 온라인몰에서는 프리미엄 제품을 20% 할인(일부 제품 30% 할인) 판매하며 모든 구매 고객 대상으로 모바일 주유상품권을 증정(1개당 1만원 지급, 최대 4만원)한다.이벤트 제품 2개 이상 구매 고객을 대상으로 교체대행 및 방문장착 무상서비스를 제공하며, 4개 이상 구매 고객은 코어플러스세차 3천원 구매 혜택도 받을 수 있다.타이어프로 매장을 비롯해 오프라인 매장을 방문하는 고객들에게는 행사제품 4개 구매시 차량용 소화기를 증정한다.행사 제품은 ▲이노뷔(EnnoV) Winter ▲이노뷔(EnnoV) PREMIUM ▲마제스티X(MajestyX) SOLUS ▲크루젠(CRUGEN) HP71 ▲윈터크래프트 WP72 ▲윈터크래프트 WS71 등이다.또한 금호타이어의 렌탈서비스인 ‘또로로로 렌탈’ 서비스를 신규 가입할 경우 등록비와 렌탈료를 면제(기간별 상이)하며 2개 이상 제품을 렌탈할 경우 모바일 주유권을 받을 수 있다.송대규 한국영업담당 상무는 “금호타이어는 국민들의 성원으로 글로벌 브랜드로 성장하고 있다. 그 성원에 보답하기 위해 올해도 국가대표 쇼핑축제인 ‘코세페’에 동참하게 되어 매우 기쁘게 생각한다”고 밝혔다. kenny@sportsseoul.com",101,https://n.news.naver.com/mnews/article/468/0001107134?sid=101
2,"[Biz & Now] LG엔솔, 스페이스X에 배터리 공급",LG에너지솔루션이 일론 머스크 테슬라 최고경영자(CEO)가 이끄는 우주탐사 기업 ‘스페이스X’의 우주선에 배터리를 공급한다. 품질 기준이 가장 높은 우주선에 납품한다는 점에서 LG에너지솔루션의 배터리 성능이 세계적으로 인정받았다는 평가가 나온다. 10일 업계에 따르면 LG에너지솔루션은 스페이스X로부터 전력 공급용 배터리 납품을 의뢰받았다.,101,https://n.news.naver.com/mnews/article/025/0003399532?sid=101
3,"포스코이앤씨 30년 ‘도전의 기록, 혁신의 다짐’","포스코이앤씨는 다음달 1일 창립 30주년을 맞아 지난 4일부터 송도 사옥 1층 로비에서 '도전의 기록, 혁신의 다짐 展'을 진행하고 있다. 포스코이앤씨 제공포스코이앤씨는 창립 30주년을 앞두고 기념 전시회 ‘도전의 기록, 혁신의 다짐전’을 인천 송도 사옥에서 진행한다고 10일 밝혔다.포스코이앤씨의 전신인 포스코개발 출범부터 송도국제도시 개발, 주거브랜드 더샵·오티에르 개시 등 회사의 주요 성공스토리를 30개 주제로 다뤘다. 지난 1월 론칭한 ‘창립 30주년 엠블럼’을 활용해 시각화한 30개 성공스토리 아이콘도 함께 공개했다.전시장 한편에는 임직원이 즉석 사진을 찍고 응원 메시지를 적어 붙일 수 있는 ‘넥스트30’ 부스도 마련됐다. 전시회는 다음 달 6일까지 열린다.",101,https://n.news.naver.com/mnews/article/005/0001737710?sid=101
4,배달 플랫폼 자발적 상생 협의 좌초… 수수료율 상한 법제화 방안 ‘급물살’,"공익위원 “11일까지 수정안 내라”입점업체 ‘5%’ 요구… 상생안 난망중개수수료 상한 입법 추진될 듯



음식점이 배달의민족·쿠팡이츠·요기요 등 배달 플랫폼에 내는 중개수수료 부담을 줄이기 위한 자발적 상생 협의가 107일 만에 사실상 좌초됐다. 이제 공은 정부와 국회로 넘어갈 가능성이 커졌다. 수수료율 상한선을 법제화해 플랫폼과 입점업체 간 ‘수수료 상생’을 강제하는 방안이 급물살을 탈 것으로 보인다.10일 기획재정부와 공정거래위원회 등에 따르면 ‘배달 플랫폼·입점업체 상생협의체’(상생협의체)는 7월 23일 출범해 지난 7일까지 11차 회의를 열었지만 ‘수수료율 인하’를 놓고 공전만 거듭하다 상생 방안 도출에 실패했다. 배민은 최고 수수료율을 9.8%에서 7.8%로, 쿠팡은 9.8%에서 9.5%로, 요기요는 12.5%에서 9.7%로 내리며 ‘차등 수수료율’을 적용하겠다고 제시했지만, ‘수수료율 평균은 6.8%를 넘지 않도록 한다’는 등의 공익위원 측 중재 원칙에 부합하지 못했다.공익위원들은 플랫폼 3사에 마지막으로 “11일까지 중재 원칙에 가까운 수준의 수정 상생안을 제시하라”고 요청한 상태다. 그러나 입점업체들이 ‘5%’까지 내리기를 강력하게 요청하고 있어 상생안 도출은 어렵다는 시각이 지배적이다.배달앱 플랫폼의 자발적인 수수료 인하가 무산되면 ‘플랫폼 중개수수료 상한제’ 입법이 본격 추진될 것으로 보인다. 앞서 한기정 공정위원장은 국회 정무위원회 국정감사에서 “상생안 합의가 안 되면 입법 등 추가적인 방안을 검토할 것”이라고 말했다. 김남근 더불어민주당 의원은 지난달 18일 플랫폼 중개수수료율 상한선을 대통령령으로 정하도록 하는 내용의 ‘온라인 플랫폼 중개 거래 공정화법’을 대표발의했다. 수수료율 상한선 논의는 상생협의체가 제시한 6.8%가 출발점이 될 것으로 보인다.배달앱의 시장지배적 지위 남용에 대한 공정위 조사도 속력을 낼 가능성이 크다. 공정위는 지난해 8월 시장 점유율 1위(60%)인 배민이 중개수수료율을 주문 금액의 6.8%에서 9.8%로 44% 올린 행위가 공정거래법이 금지하는 ‘가격 남용’ 행위에 해당하는지 들여다보고 있다.",101,https://n.news.naver.com/mnews/article/081/0003493951?sid=101
5,"은행권 대출 조이자… 서민들, ‘고금리’ 2금융권 내몰린다","당국 규제 강화에 ‘풍선 효과’



그래픽=김의균										가계 부채 증가를 우려한 금융 당국이 은행권 대출 조이기를 강화하자 저축은행 신용 대출, 카드사의 카드론, 현금서비스, 보험사의 보험 약관 대출 등으로 대출자들이 달려 가고 있다. 은행권을 누르면 2금융권이 늘어나는 ‘풍선 효과’가 나타나고 있는 것이다. 대출 수요자들이 2금융권으로 몰려가면서, 지난 한 달 동안 2금융권 가계 대출은 1조5000억원 넘게 불어난 것으로 추산된다. 3년 3개월 만에 가장 큰 규모다. 금융 당국은 서민들의 급전 마련에는 제한을 두지 않겠다고 밝혔지만, 상대적으로 금리가 낮은 은행 문턱을 넘지 못하는 서민들은 어쩔 수 없이 2금융권 높은 금리에 의존하는 구조에 빠져들고 있다는 분석이 나온다.◇1조5000억원 넘게 폭증한 2금융권 대출10일 금융권에 따르면, 지난달 신용 대출과 카드 대출, 약관 대출 등 2금융권의 가계 기타대출은 1조5000억원 보다 훨씬 늘어난 것으로 예상된다. 항목별로 보면 카드론, 현금서비스, 신용 대출 등 여신 금융 전문 회사(여전사)에서 나간 가계 대출은 전달보다 9000억원 이상 늘어난 것으로 추산된다. 올 들어 여전사에서 나간 가계 대출 증가 폭은 7월 8000억원, 8월 7000억원이었다가 9월에는 4000억원 감소했는데, 지난달에는 올해 들어 가장 큰 증가 폭을 기록할 것으로 보인다.저축은행 가계 대출도 지난달 4000억원 늘면서 다시 증가세로 돌아설 것으로 보인다. 저축은행도 여전사와 마찬가지로 7월(2000억원)과 8월(4000억원) 연속으로 증가했다가 9월에는 2000억원 줄었는데, 다시 늘어난 것이다. 이 밖에 보험권에서도 보험 약관 대출(보험 가입자가 보험 해지 환급금의 범위에서 대출받는 상품)도 약 3000억원 증가한 것으로 추산된다.



그래픽=김의균										2금융권의 이 같은 기타대출 증가 규모는 2021년 7월(3조3000억원) 이후 3년 3개월 만에 큰 규모다. 2021년 7월의 경우 카카오뱅크 등에 대한 공모주 청약 열풍이 불면서 대출이 일시적으로 크게 늘어난 점을 고려하면 이번 증가세는 예사롭지 않다는 게 금융 당국의 판단이다.2금융권 대출이 크게 불어난 건 서민들의 은행 대출이 여의치 않은 것이 영향을 끼쳤다. 금융 당국이 지난 9월부터 2단계 스트레스 총부채원리금상환비율(DSR)을 시행하는 등 은행권 대출을 조이자, 우리은행, 신한은행 등은 비대면 가계 대출을 아예 중단하는 등 서민이 은행에서 돈을 빌리는 문은 더욱 좁아졌다. 이로 인해 8월만 해도 9조2000억원에 달하던 은행권 가계 대출 증가 폭은 9월 5조7000억원으로 크게 줄었다.반면 2금융권은 대출에 적극 뛰어들었다. 새마을금고와 일부 상호금융은 둔촌주공 재건축 단지(올림픽파크포레온) 등 우량 아파트 주택 담보대출 금리를 시중은행보다 낮추면서까지 대출 영업에 나섰다. 카드사의 경우 대출 규모가 크게 늘며 4대 금융 지주 회사 산하 카드사의 경우 올 3분기까지 거둬들인 순이익은 총 1조2475억원을 기록했다. 이는 지난해 같은 기간보다 26.4% 늘어난 수치다.◇고금리로 내몰리는 서민들풍선 효과로 2금융권 대출이 크게 증가하자, 금융 당국은 지난달 2금융권 대출 증가액을 1조원 이하로 묶기 위해 연일 2금융권 관계자들을 불러 압박에 나섰다. 그럼에도 증가세가 꺾이지 않자, 조만간 새마을금고와 농협 등 2금융권을 대상으로 현장 점검에 나서기로 했다. 또 DSR에 반영되지 않아 가계 부채 ‘사각지대’로 꼽히는 자동차 신용카드 할부에 대한 제한도 검토하기로 했다. 상당수 신용카드사는 새 차 구입 시 60개월 할부로 최대 1억원까지 카드 한도를 일시적으로 올려주고 있는데, 이 한도를 줄이겠다는 것이다.은행권뿐만 아니라 2금융권에 대한 대출도 서서히 막히면서 결국 서민들만 고금리의 피해를 보고 있다는 지적도 나온다. 경기 악화로 어려워진 서민들이 돈을 빌릴 곳이 없다 보니 대부 업체 등으로 내몰릴 수밖에 없다는 것이다. 이에 대해 금융 당국 관계자는 “부동산과 관련된 대출을 억제하더라도, 취약 계층이나 서민이 급하게 필요해 대출하는 것은 가급적 규제를 가하지 않을 방침”이라고 말했다.",101,https://n.news.naver.com/mnews/article/023/0003869480?sid=101
6,‘대출규제 불똥’ 자동차로… 카드 할부 구매 조일 듯,"DSR 포함 안돼 가계부채 사각지대  차 구입때 소득따라 특별한도 축소 ‘대출 풍선효과’ 2금융권 관리 강화



기사의 이해를 돕기 위한 이미지로 기사 내용과 직접적인 관련이 없습니다. 뉴시스내년부터는 신차 할부 구매 시 연 소득보다 많은 금액을 빌리기 어려워질 수 있다. 금융 당국이 그동안 총부채원리금상환비율(DSR)에 반영되지 않아 가계부채 사각지대로 지적된 자동차 신용카드 특별 한도를 축소하는 방안을 검토하고 있기 때문이다. 이와 함께 금융 당국은 가계대출 조이기 ‘풍선효과’가 나타난 2금융권에 대해서도 전방위적 관리 강화에 나설 방침이다.10일 금융 당국에 따르면 금융감독원은 신차 구입 시 연 소득을 고려해 신용카드 특별한도를 축소하는 안을 검토하고 있는 것으로 전해졌다. 신용카드 특별한도는 경조사 등 불가피한 사유로 소비자의 일시 지출이 늘었을 때 카드사가 한시적으로 한도를 올려주는 제도다.대부분 카드사는 신용카드 특별한도를 신차 구입에 활용할 수 있다며 소비자들을 상대로 영업해왔다. 업계에선 자동차 카드 할부 구매 시 최장 할부 60개월에 최대 1억원에 달하는 특별한도를 임시로 부여해왔다. 일부 카드사는 신차 구입 시 연 소득 3배까지 특별한도를 부여하는 것으로 알려졌다. 한국자동차모빌리티산업협회와 여신금융협회 자료(국내카드 승인실적)에 따르면 지난해 국내 자동차 판매 실적 78조5000억원 중 신용카드로 결제된 금액은 41조2000억원으로 전체의 52.5%다.금감원은 이러한 카드사의 영업 형태가 적절하지 않다고 판단한다. 특히 신용카드 할부는 DSR 산정이 반영되지 않는 등 소비자에 지나친 상환 부담을 안기고, 사각지대에서 가계부채를 늘린다고 봤다. 민병덕 더불어민주당 의원도 지난달 국정감사에서 “신용카드 자동차 할부는 DSR 규제를 회피하고 대출 기록에 등재되지 않아 사실상 가계부채 부담을 늘리고 있다”고 지적했다. 금감원 관계자는 “2금융권을 중심으로 가계부채가 느는 추세라 가계부채 누증 완화 차원에서 여러 방안을 보고 있다. 특별한도도 그중 하나”라고 말했다. 금감원은 소비자 보호 측면에서라도 한도가 과도하게 운영되는 측면에 대해 합리적인 기준을 마련한다는 방침이다.한편 금융 당국은 시중은행 대출 옥죄기에 2금융권으로의 풍선효과가 현실화함에 따라 관리·감독을 강화하기로 했다. 먼저 새마을금고 등 지난달 가계대출이 폭증한 상호금융을 중심으로 현장 점검에 나설 계획이다.지난달 30일 기준 10월 2금융권 가계대출은 2조원 넘게 증가한 것으로 추정되는데, 이 중 절반은 새마을금고 등 상호금융에서 늘어난 것으로 전해졌다. 특히 8000억원 가량은 대규모 아파트 입주에 따른 집단대출에서 발생한 것으로 추정된다. 금감원은 서울 강동구 올림픽파크포레온(둔촌주공) 같은 대규모 입주 단지에 대한 잔금대출을 집중적으로 감독할 예정이다.이 밖에 카드·캐피털사에도 연말 대출 목표치를 받을 계획이다. 지난달 카드론 현금서비스 신용대출 등으로 9000억원 이상 늘어난 것으로 나타나면서 속도 조절에 나설 방침이다.",101,https://n.news.naver.com/mnews/article/005/0001737708?sid=101
7,"대법, ‘노태우 300억’ SK 유입 여부-성장 기여 논란 살필듯","‘최태원-노소영 이혼 소송’ 심리재산분할 대상-방식 본격 법리 다툼



최태원(왼쪽), 노소영.대법원이 최태원 SK그룹 회장과 노소영 아트센터 나비 관장의 이혼소송에 대해 구체적인 심리를 이어가기로 하면서 법리 다툼이 본격화됐다. 상고심에선 항소심이 인정한 노태우 전 대통령의 ‘비자금 300억 원’이 실제 SK㈜ 성장의 바탕이 됐는지 등이 쟁점이 될 것으로 전망된다.  10일 법조계에 따르면 대법원 1부(주심 서경환 대법관)가 심리 중인 최 회장과 노 관장의 이혼소송 사건의 ‘심리불속행’ 기간이 8일 밤 12시로 종료됐다. 대법원은 하급심 판결에 문제가 없다면 4개월 안에 ‘심리불속행 기각’으로 사건을 마무리할 수 있는데, 기각 결정이 이뤄지지 않으면서 구체적인 심리가 이뤄지게 된 것이다. 지난해 6월 노 관장 측은 노 전 대통령의 부인 김옥숙 여사가 ‘선경 300억 원’이라고 쓴 메모를 증거로 제출했고, 2심 재판부는 이를 근거로 최종현 SK 선대 회장에게 노 전 대통령의 돈이 유입됐다고 판단하며 최 회장이 1조3808억 원을 노 관장에게 주라고 판결했다.  반면 최 회장은 노 전 대통령 비자금이 아닌 부친에게 증여받은 2억8000만 원으로 SK㈜의 전신인 대한텔레콤 주식을 취득했기 때문에 ‘특유 재산’이라 분할 대상이 아니라는 입장이다. 김 여사의 메모에 대해서도 노 전 대통령 퇴임 후 지원하겠다는 취지였을 뿐 300억 원이 실제로 전달되지 않았다는 주장을 유지하고 있다. 상고심에선 300억 원의 전달 여부와 ‘불법 비자금’일 수 있는 돈을 노 관장의 ‘기여’로 볼 것인지에 대한 판단이 이뤄질 것으로 보인다. SK 측은 “SK그룹의 성장사를 곡해한 원심 판결로 인해 상처받은 회사와 구성원들의 명예가 회복되기를 바란다”는 입장을 밝혔다. 2심이 최 회장이 과거 친족 등에게 증여한 SK㈜ 지분까지 분할 대상 재산에 모두 포함(보유 추정)한 부분도 쟁점이다.  최 회장 측은 혼인 파탄 이전의 증여고, 재산을 빼돌리기 위한 목적이 아닌 만큼 분할 대상에서 제외돼야 한다는 취지의 주장을 상고이유서에 담은 것으로 전해졌다. 법조계에선 대법원 전원합의체에서 결론을 낼 수 있다는 전망도 나온다. 2심 재판부가 대한텔레콤 주식 가치를 주당 100원에서 주당 1000원으로 경정(更正·수정)한 것에 대한 재항고 사건을 맡은 대법원 2부(주심 오경미 대법관)도 본격적인 심리에 돌입했다.",101,https://n.news.naver.com/mnews/article/020/0003597347?sid=101
8,"LG엔솔, 머스크 스페이스X에 배터리 공급","이르면 내년 신형 우주선에 탑재LG에너지솔루션이 일론 머스크의 우주탐사 기업 스페이스X에 우주선용 배터리를 공급하는 것으로 확인됐다. 10일 배터리 업계에 따르면 LG에너지솔루션은 스페이스X로부터 ‘스타십’ 우주선에 탑재되는 보조 동력 배터리와 전력 공급 배터리 개발을 의뢰받아 공급 중이다. LG에너지솔루션은 수년 전부터 스페이스X에 배터리 시제품을 공급해온 것으로 알려졌다. 최근 들어서는 원통형 리튬이온 배터리를 공급하고 있으며, 이 배터리는 이르면 내년 새로 개발될 예정인 우주선에 장착될 것으로 전해진다. 스페이스X는 우주선에 자체 생산한 배터리를 장착해 왔으나 우주선 발사 횟수가 늘어나면서 전문 배터리 업체와의 협력을 늘리게 됐다. 우주선에 탑재되는 부품은 고온, 고압, 고속 등 ‘3고(高)’ 환경을 견딜 수 있어야 하는 만큼 한 단계 높은 기술력이 요구되기 때문이다. LG에너지솔루션은 2016년 미국항공우주국(NASA)의 우주 탐사용 우주복에 리튬이온 배터리를 공급하는 등 우주산업에서도 인정받은 바 있다. 우주선 내 전력공급장치, 예비 에너지저장장치(ESS) 등도 개발해 왔다. 또 스페이스X의 모회사인 테슬라에 전기차용 배터리를 공급하는 등 협력 관계를 이어온 덕에 협력 분야를 우주까지 확대할 수 있게 됐다.",101,https://n.news.naver.com/mnews/article/020/0003597260?sid=101
9,[DBR/알립니다]‘CES 2025 인사이트 투어’ 참관단을 모집합니다,"DBR(동아비즈니스리뷰)이 내년 1월 미국 라스베이거스에서 열리는 세계 최대 정보기술(IT) 및 가전제품 전시회 ‘CES(Consumer Electronics Show) 2025’ 참관단을 모집합니다.  ‘DBR CES 2025 인사이트 투어’ 프로그램에는 디지털 고객 경험 전문가 차경진 한양대 경영학부 교수가 동행해 깊이 있는 분석과 인사이트를 제공할 예정입니다. CES 부스 투어와 함께 실리콘밸리 주요 혁신 기업 투어도 진행합니다. 특히 글로벌 대표 IT기업 ‘세일즈포스(Salesforce)’와 더불어 실리콘밸리에 진출해 성공을 거둔 한국계 스타트업 ‘센드버드(Sendbird)’ 등 현지의 여러 혁신 기업을 방문해 생생한 실리콘밸리 정착기를 들어볼 예정입니다.  이와 더불어 ‘미리 보는 CES 2025(사전 세션)’ ‘전문가 디브리핑’ ‘네트워킹 세션’과 DBR 경영 전문기자가 작성한 고품질 리포트를 통해 IT 비즈니스의 핵심 키워드를 파악할 수 있습니다. 신청자들에겐 올해 12월 서울 신라호텔에서 열리는 ‘동아비즈니스포럼 2025’ 참석권과 DBR 디지털 구독권도 제공합니다. 단체 참가를 원하시는 경우 맞춤형 프로그램으로도 기획할 수 있습니다.● 대상: 기업·기관 최고경영자 및 임원, 관련 실무자● 일정: 2025년 1월 6일(월)∼13일(월) 5박 8일● 장소: 미국 로스앤젤레스(LA), 라스베이거스, 샌프란시스코● 인원: 40명 내외(선착순)● 비용: 1450만 원(VAT 별도)● 신청: www.dbredu.com● 문의: 02-361-1528, dbredu@donga.com",101,https://n.news.naver.com/mnews/article/020/0003597292?sid=101
